review_id,split,sentiment,review
1726_1,test,neg,"Like many others, I counted on the appearance of Dennis Hopper to make this not a complete waste of time. I was sadly mistaken. Everything negative said about this flic is more than true. What takes the cake however, is the horrible, horrible storyline for the main character.<br /><br />Here's why: The planet might be destroyed, the ONLY way to recover from it, for the ENTIRE human race to be saved trough it, is to get as many smart, capable, nice, competent people into an underground hide-out. And Dennis Hopper is the lone seer/scientist with vision who was prepared for the worst, and who has realized this. But what's the main motivation of Stevens (Sonny D'Angelo)?? He's angry because Dennis has decided who is to be saved or to be doomed! While it clearly explained to Stevens that Dennis' character has done everything to warn people of the danger but that he was laughed at. The Hopper-character was the boy with the finger in the dike, and now Stevens is blaming him for 'picking and choosing'??? And if that isn't enough, he wants to stop everybody from entering this hideout, because ""it isn't fair!?"" AND.... he's responsible for the death of the one guy who is humanity's saviour! OH MY GOD, how stupid can you get?<br /><br />What's also maddening that IMDb forces one to write minimal ten lines about this piece of crap. I mean, TWO MILLION in budget, what could have been done with that? Think Clerks, Blair Witch, and lotsa other movies who have been made for under 100.000 dollars and were still better. AAAAARGH! I count myself lucky that I didn't pay one penny to see this crap, and to sit through the end of this utter, úber-crap, is one the most heroic things I've done this year. It's no wonder that the writers of this pile of dung had jobs as camera operator and title designer before ..."
6986_8,train,pos,"If you're researching UFO facts, then this video is very important. The 'meat' of the video is the comments made by Buzz Aldrin. He is without a doubt from the best of America. Trained to be objective, honest and factual in his reports. Many Astronauts from America of all eras have reported some kind of contact, or UFO observance and there are videos from some of those missions. At the very least something has happened that requires further objective ongoing investigating. I think this testimony from Buzz Aldrin shows that it is possible that other worlds may be interested in our progress. Like all supposed documentary video, this one may be slanted, but it does contain further information and opinions from an accomplished American hero. Those don't come along every day. So the fact that some people aren't interested in details should not detour your from viewing this video. If nothing else, it is interesting and I recommend you watch with an open mind."
1260_4,train,neg,"Yes, CHUNKY, this is the nick-name that Donna Reeds' romantic lead played by Tom Drake tags her with! So lets get this clear right away. From her first ingénue role in THE GET-AWAY (1941) too her last, DALLAS (1984-1985) Ms. Reed could NEVER be described as CHUNKY. Not this attractive and slim actress. Whose roles at M.G.M. seldom lived up to her talents.<br /><br />Ms. Reed is supported by a cast of competent character actors, who unfortunately must flounder through this alleged 'screw-ball' comedy. Clearly M.G.M. was out of their depth making this type of film. A type better produced over at COLUMBIA, PARAMOUNT, RKO and even UNIVERSAL. Neither the 'touch' of Ernst Lubitsch nor the wit of Preston Sturges could save this film. A rather conventional romantic comedy that had all the markings of a pre-war (WWII) effort.<br /><br />If Irving Thalberg had still been alive the screen-play would have either gone through a significant rewrite or never seen the light of day. It did fit into Louis B. Mayer's 'safe-zone' of none challenging family entertainment. A form that could not stand up to the post-war challenges of the 'DeHavilland Decision', loss of their theater chains, television and would contribute to M.G.M.s decline. Fortunetly for Donna Reed her best days are ahead of her culminating in FROM HERE TO ETERNITY (1953) and her Oscar win as Best Supporting Actress."
3821_1,test,neg,"I read the recent comments and couldn't wait to see the movie. however, after sitting through 80 minutes of predictable ""suprises"" that didn't even make me jump and unrealistic villain, i was left hugely disappointed. I thought cartoons were the only movies that were still only 80 minutes long. I thought this might be because of the edits to make it 'R' rated, but the original only contained ten more minutes of ""Kill Bill"" type blood. When blood sprays out like hoses, reality loses appeal. Add in the killer who's supposed to be a ""ghost"" but can rip someones head off from the jaw (ala King Kong with the T-Rex), lives through everything and has an ending similar to that of the sopranos finale and you quite possibly have the most over-hyped movie in the last year. After watching the movie i felt like i had seen countless movies with the same plot and method and also felt largely unsatisfied. I dunno what everyone else saw in it, but if you want a good horror movie this weekend, see Halloween, it's definitely worth the $10. When it comes to Hatchet, let's hope the next one IS based on the Book."
1689_10,train,pos,"This movie is to Halloween what the hilarious ""Christmas Story"" is to Christmas: both are relatively low-budget, no-big-name-stars type films...and both are two of the absolute greatest and funniest movies available, both seasonal CLASSICS!!! ""Spaced Invaders"" comes galloping out right from the start with warmth and humor and a superb cast of characters...all five goofy Martians, Klembecker the Realtor, Russell the deputy, Vern at the ""fuel dispensing depot"" and so many more! You just have to see this movie to believe it, and, like ""Christmas Story"", it just keeps getting better and better with each viewing, and you pick up on fun little things each time!! MOST DEFINITELY A TEN!!!"
16_7,train,pos,"I found this to be a so-so romance/drama that has a nice ending and a generally nice feel to it. It's not a Hallmark Hall Of Fame-type family film with sleeping-before-marriage considered ""normal"" behavior but considering it stars Jane Fonda and Robert De Niro, I would have expected a lot rougher movie, at least language-wise. <br /><br />The most memorable part of the film is the portrayal of how difficult it must be to learn how to read and write when you are already an adult. That's the big theme of the movie and it involves some touching scenes but, to be honest, the film isn't that memorable.<br /><br />It's still a fairly mild, nice tale that I would be happy to recommend."
3818_4,test,neg,"Let me just give you guys some advice, if your going to watch this movie just to see a bunch of unlikable characters get slaughtered in a dozen different ways then you are going to love this movie because everyone dies a horrible death, beyond the gore however there is not much else.<br /><br />where should i start: -the characters do not appeal to the audience as there are no back stories for any of them, there for i didn't feel connected to any of them, in fact i didn't like any of them, and i was so sick of them that by the end of the movie i was rooting for the disfigured creep to kill them all.(which he did by the way)<br /><br />-bad acting; i mean i didn't get it, take the Asian tour guide for example, first he spoke perfect English then after their little tour boat thing sunk he somehow got an accent out of the blue, then later on went to speaking normal English.<br /><br />-one of the worst endings for a horror:(if you can call it that)after the monster/human mutant thing kills almost everyone, he is killed by the last two remaining idiots, or so they thought! the monster/human thing is finally killed when the beauty and the geek stick a pole through its heart/nick(it was hard to tell)and presumably it died right in front of them(within arms reach) but later on it comes back and kills them(wtf) i mean why didn't it just kill them when he was right next to them. Arghhhh! i mean it was just way too retarded,it was like the writer didn't know where he wanted the story to go.(or he was a few minutes short of 80 min so he added some more retarded twists to the movie so people can get 80min worth of crap instead of 75min.<br /><br />what i didn't get was why didn't they just kill the damned thing while it was unconscious, instead they just walked away from it like idiots and left it so it could come back and kill them. the only reason i gave it a 4 was because of the gore which was actually the only thing that i watched this movie to the end for, that and to watch them all get killed.(no, i'm serious)"
8520_8,train,pos,"I thought the movie was actually pretty good. I enjoyed the acting and it moved along well. The director seemed to really grasp the story he was trying to tell. I have to see the big budget one coming out today, obviously they had a lot more money to throw at it but was very watchable. When you see a movie like this for a small budget you have to take that in to account when you are viewing it. There were some things that could of been better but most are budget related. The acting was pretty good the F/X and stunts were well done. A couple of standouts were the guy who played the camera asst. and the boy who played the child. These kind of films have kept LA working and this is one that turned out OK."
11058_3,test,neg,"In yet another case of misleading marketing, this film is included in a 10-movie DVD set called ""Women Who Kick Butt"", but even in its original cover it seems to promise Shannon Tweed in an action role. Actually, during most of the movie Tweed plays the typical whiny and prissy female character who has to be rescued by the male lead, and even when she's trained in jungle warfare she still has to be dragged around by him! There is one female rebel who is a stronger character, but she's mostly kept in the margins of the movie. The male lead is Reb Brown, and he does have some (unintentionally, I think) funny moments (like when he gets electrocuted). The action scenes are badly directed and poorly acted: some of the stuntmen needed a few lessons on ""how to get shot and die convincingly"". I suppose if you're in the right mood you can find some things in ""Firing Line"" to laugh at (at one point, we can hear Tweed speaking but her lips are not moving!), but mostly I was just bored. (*)"
7518_9,train,pos,"Beautifully made with a wonderful performance from Gretchen Moll capturing such a stainless plain happiness in her work, and the recreations of the little movies and the photographs are perfectly made and often hilarious. According to Harron they used film stock that is no longer produced and fifties style studio lighting even for the outside locations to give the colour portions its distinctive look. Bettie Page saw the movie at Hugh Heffner's house (she is now eighty-three) with the producers there, but not the director, in case it got awkward if she didn't like it. She apparently did like it up until the official inquiry, which she found unsettling. Some great costumes too. The idea for the movie started in 1993, but this was worth the wait. The portrait of her never seems to ring false in reference to all those images and snippets of (dreadful) movies that many of us will have already seen. It would make an interesting companion piece with Goodnight and Goodluck, but much more pleasant viewing!"
1938_1,train,neg,"Where to begin? <br /><br />#1 Amitabh's son, played by Akshaye Khanna, is 30.<br /><br />Amitabh's been in prison for 33+ years... he<br /><br />A) Telepathically transmitted the sperm home?<br /><br />B) Asked a nice Pakistani guard to mail it for him?<br /><br />C) They allow conjugal visits in secret Pakistani Jails<br /><br />D) All of the above<br /><br />E) The producers were having a little too much bhang at<br /><br />the time they approved the script?<br /><br />#2) Amrita Rao (Yummm!) wants Khanna - he's yum, yum, yummy... and apparently he wants her - who wouldn't, right?!... But, when her dad gets ratted out, and then killed (I hardly think this is a 'spoiler' as you'd have to be brain-dead and blind not to see this coming in the film) he's pretty emotionless towards this catastrophe and with the tip (metaphorically) of his hat, leaves her behind to save his dad, never mind her loss, and says (paraphrasing) ""If god wills it, we'll meet again""... Basically meaning, ""I'm gonna get my dad and MY job done, sorry for your loss - CYA! Buh Bye!"" - callus beyond even low-life Hollywood standards...<br /><br />#3) There are so many holes in this horrible waste of time called a movie, that you can drive all the jeeps, trucks camels and any extra stuff through it. Pass - really, complete and total waste of time - Oh! There is a great dance sequence (yes, only one - as in dance sequence - regardless of quality) great belly dancing - but NOT worth watching just for this.<br /><br />Rent Veer-Zaara or Lakshya (will Hrithik Roshan ever take acting lessons?) for better Indo-Pak conflict movies... In fact, Veer-Zaara is pretty damned good - 7.5/8 I'd say!"
427_10,train,pos,"one of the best ensemble acted films I've ever seen. There isn't much to the plot, but the acting- incredible. You see the characters change ever so subtly, undr the influence of the rented villa in Italy, and love. And happiness. The film casts a mesmerizing spell on you, much as the villa does on all the women. Truly ""enchanted""."
35_9,test,pos,"Every once in a while a film comes along with characters we all know and love. A film where you see people you know portrayed on screen. It's cinema very at its best.<br /><br />Lackawanna Blues is that film. Set in 1960s upstate New York, the story surrounds a rock- solid woman, who is the foundation for her community. This, based on a true story film, is told from a child she accepted as her own. This child, Ruben Santiago-Hudson wrote the screenplay.<br /><br />*Emmy winner, S. Epatha Merkerson stars as Nanny, a woman who has wit, drive and determination for helping others in her boarding home. She does this as she wrestles with infidelity from her young lover, Bill Crosby, played by the **Oscar nominated Terrence Howard. <br /><br />But make no mistake; see this film for the amazing performance of Merkerson, who is brilliant in this role. She encompasses a person we have all known, and perhaps love.<br /><br />Lackawanna Blues is already on DVD; be sure to pick it up at your local video story today.<br /><br />*Merkerson has already won an Emmy, Golden Globe and Screen Actors Guild for this role.<br /><br />**Howard has an Oscar nomination for his role in Hustle & Flow."
6472_10,train,pos,"One of the finest pieces of television drama of the last decade. Throughout the five hours, ones perceptions and sympathies are constantly challenged as it explores many facets of modern day British society. David Morrisey is, as usual, brilliant. At first coming across as a heavy handed copper in conflict with the heroine, but then proving to be intelligent and caring, as he works with her in uncovering the truth. I have never seen Surrane Jones before. I believe she comes from the world of television soaps. Her performance was magnificent, as she maintains her humour and composure whilst trying to balance the demands of the case and the stress of caring for her mother. I could go on and talk about every member of the cast who contributes to this magnificent drama, but their efforts would mean little without such an absorbing script that constantly challenges your assumptions about any of the characters. It is programmes like this that restore one's faith in television drama, whilst at the same time making it almost impossible to settle for most of the garbage that is increasingly filling the airwaves."
11822_10,test,pos,"Unbelievably close to real life feelings and emotions captured by Joseph Mazzello as a hemophiliac child affected by AIDS and his new young neighbor, a wanna-be tough redneck played to perfection by Brad Renfro. Although the story may seem slightly farfetched (the two boys attempt to river-raft several hundred miles to find a doctor who claims to have the cure to AIDS), the emotion, actions and interactions of all characters involved are tragically close to real life. Being a ""big brother"" to a boy in a similar situation who died a few years after this film was released, I strongly recommend this picture to anyone who has ever wondered what really happens in the life of a child with AIDS. Superb direction by Peter Horton creates the perfect mood and setting for each scene and draws the viewer into the various emotions affected by friendship, illness, prejudice and the final parting of two friends who fought hard to overcome adversity."
521_10,train,pos,"This is probably one of the most original love stories I have seen for ages, especially for a war based (briefly) film. Basically it is a story based in two worlds, one obviously real, the other fictitious but the filmmakers say at the beginning that it is only coincidence if it is a real place. Anyway, Peter Carter (the great David Niven) was going to crash in a plane, he talked to June (Planet of the Apes' Kim Hunter) before he bailed out and said he loved her. He was meant to die from jumping without a parachute, but somehow he survived, and now he is seeing and loving June in the flesh. This other place, like a heaven, is unhappy because he survived and was meant to come to their world, so they send French Conductor 71 (Marius Goring) to persuade him to go, but he is obviously in love. Peter suggests to him that he should appeal to keep his life to the other world's court, he is granted this. Obviously love prevails when the two lovers announce that they would die for each other, June even offers to take his place! Also starring Robert Coote as Bob Trubshawe, Kathleen Byron as An Angel, a brief (then unknown) Lord Sir Richard Attenborough as An English Pilot and Abraham Sofaer as The Judge/The Surgeon. David Niven was number 36 on The 50 Greatest British Actors, the film was number 86 on The 100 Greatest Tearjerkers for the happy ending, it was number 47 on The 100 Greatest War Films, it was number 46 on The 50 Greatest British Films, and it was number 59 on The 100 Greatest Films. Outstanding!"
5211_1,test,neg,"How on earth were these guys given funds to make this movie? The lack of script is one thing, but the cinematography makes you want to weep. A hand held camera can be of great value to the look and feel of a movie but in that case you need a photographer who knows what he is doing. I am well aware that the actors are amateurs but it's of no defence since the director might be the least talented one ever directing in Sweden. It would be a shame for the industry if he (or any in the team for that matter) is given money to make a film ever again. This movie simply provides fuel to the argument that too many movies are made in Sweden each year."
11847_8,test,pos,"I was hugely impressed with this movie, if for nothing else than for the comedy. It might not be the edgiest, wittiest humor at all times, but I found it appropriate to every scene.<br /><br />The flow of the film is certainly a bit jumbled, almost confusing sometimes, but that is how the characters feel. Sometimes, we're watching a bit of slapstick and other scenes revolve around a decisive discourse on relationships. This might be a bit frustrating to certain viewers, but it brought me closer to the characters' dilemmas of irregular chaos.<br /><br />The acting is great from everyone. I'm a huge Andy Richter fan, but I wasn't head over heels for his part like everyone else seems to be. He did very well, but Julianne Nicholson and Lauren Graham stole the show for me, both in their respective ways. Jay Mohr performs as expected, if you've seen him in other films. I've always liked him.<br /><br />Overall, the movie is very funny and offers some nice foundations for a few types of relationships. When it comes to relationship questions and problems, some films try to surprise. There's nothing surprising about the conclusions offered here, but it's entertaining to watch them be revealed throughout the film."
11559_10,train,pos,"The Odd Couple is a comic gem. One the funniest script ever committed to celluloid - exceeded only by Strangelove, Spinal Tap and Lebowski! Lemmon and Matthau are best friends: obsessive compulsive Felix and sloppy, irresponsible Oscar. Oscar's wife has already left him because he is impossible to live with due to his irresponsible attitude. Felix's wife leaves him at the start of the movie, and after an aborted suicide attempt he moves in with poker buddy Oscar. Thats when the fun begins.<br /><br />The entire script is brilliant and filled with brilliant one-liners. You are probably already familiar with the ""F.U."" joke but it still works brilliantly due to Matthau's comic timing.<br /><br />My favorite moments are when Lemmon tries to clear his sinus in the diner and when the Pigeon sisters are being charmed by a very suave Matthau and Lemmon is totally out of his element. This one requires repeat viewings!"
7717_10,train,pos,"I have loved this movie all of my life. It's such an intelligent story also, with plenty of classical allusions. eg. The ship that went missing decades earlier was called the Bellerophon. Well, in classical mythology this was the man who slew the Chimera, a legendary beast composed of two or more other creatures. In FP, Walter Pidgeon is clearly the chimera- himself and his Id monster. <br /><br />I like movies where the writers have clearly credited their audiences with a modicum of intelligence, unlike most modern blockbusters which spend $150m on special effects, but about $1.50 on a screenplay.<br /><br />Cheers"
9664_7,test,pos,"is not a bad movie but the acting and the screenplay can be better. I like this movie because i have a life that is in good part like the one in the movie. is hard for a lost generation to get a life in Romania, and 90 percent of us choose something else, and that something else includes dealing with people with ""bad habits"" if you understand me but that comes with the territory. this movie represent me and i like it. i have a rage in me that i barley talk with people, i live in a messed up society and i can't fit in and i don't want to,and that's the story of movie also, if you r like me you can understand the true movie, if not you will find it easy and cheap."
1596_4,train,neg,"Not one of the better pokemon movies.<br /><br />Two legendary pokemon come into the story. You do get to see how strong Celebi can be, though he turns evil first.<br /><br />Suicune also makes an appearance, he didn't seem that powerful.<br /><br />The Marauder didn't have many strong pokemon at all, except for that taranitar? Some fight scenes with his pokemon may have made it better.<br /><br />Ash and Pikachu meet the much younger Professor Oak, though they don't realise it. Misty I was thinking had it at the end but she didn't get close. I saw this in the credits.<br /><br />Don't expect much here, the worst of the series so far."
4092_3,test,neg,"The biggest problem with this film is that it's nothing like Bruce Allmighty. The first film played upon every daydreamer's fantasy of being able to control ones surroundings as one sees fit. Evan's experience though is entirely different. He has none of the control that Jim Carrey fools around with and instead the story centers around the power of belief. Now this would have been fine, since the first film was preaching the same message. The problem is that the sequel does it's preaching at the expense of the comic relief. And to add insult to injury it also throws in politics into the plot. You get the distinct feeling that there is a clear message with this film, and it's main objective is not to make you laugh. To sum things up this movie is failed mixture of Eddie Murhphy's ""The Distinguished Gentleman"" and Charlton Heston's ""The Ten Commandments"". I'm not sure if Steve Carrell is at fault here, you get a sense that it's his character that limits his abilities as a comedian, the former news anchor Evan Baxter is not supposed to be funny, he's basically an antagonist made into a protagonist which in this case only adds to the confusion of what this movies message is supposed to be about."
3057_8,train,pos,"Wow I really liked this movie, William H. Macy is great as the quiet hit-man Alex.<br /><br />All the performances here are really good, the plot is interesting and entertaining.<br /><br />Alex, a married hit-man (like his father)with a little son, is going through a middle age crisis and wants to quit the family business so he goes to the psychiatrist for help and in this place he meets the young free will spirit Sarah of whom he falls in love to. One day Alex doesn't know what to do when he gets a job to kill a person he knows. <br /><br />I recommend you to watch it if you like mature interesting movies.<br /><br />8 stars = very good"
4532_2,test,neg,"This is a poorly written and badly directed short film, pure and simple. What is interesting and keep me watching, to some extent, was the production values. Shot on video it appears, with a bad script and bad direction, one would think it would also have horrible production value. That is what the viewer expects when they watch a film that is terrible and shot on video. BUT Not in this case, they spent some money and it shows. It keep me very mildly interested to see what was coming next, just to see!<br /><br />Probably the worst short film I have seen that looked big budget hollywood even though it was shot on some sort of video format.<br /><br />Instead of spending the sum of money they must have spent for some rather impressive set design, it would have been nicer to see a better executed story with some good direction. But then again how can we expect new filmmakers to do this when even hollywood won't."
4846_7,train,pos,"This is a classic British comedy-thriller I had always wanted to check out but no opportunity had arisen for that until now. It's based on a popular stage play which had already been filmed a number of times previously (most notably in 1931 by the same director but, unfortunately, this version seems not to have survived in its entirety!); for the remake under review, the plot has been updated to the then-current wartime situation.<br /><br />Anyway, I was mainly familiar with early British comedians through the films of Will Hay: given that this one features a similar plot of legendary hauntings, smuggling and enemy agents, it's very much in that vein (it was actually scripted by Hay's regular writing team of Marriott Edgar, Val Guest and J.O.C. Orton); the stranded travelers element, then, was an equally tried-and-true formula. The star this time around is Arthur Askey (abetted by Richard Murdoch) - none of whose films I had watched before - who is as unlikely a hero as Hay himself and whose personality proves to be just as potentially irritating...but one soon warms up to him, and Askey certainly comes up with a number of witty lines and amusing bits of business throughout to justify the fact that the lead character of the play (and the 1931 film version) was split into two here, with Murdoch acting as the star's straight partner.<br /><br />The remote single setting (the events of the film largely take place during one stormy night) provides for some wonderful atmosphere; the last half-hour - with the sudden appearance of a mysterious couple (Raymond Huntley and Linden Travers) and eventually the arrival of the titular vehicle itself - is especially gripping and well handled. Also worth mentioning from the remaining cast list is Kathleen Harrison as the stereotypical frightened spinster, with a parrot as her constant companion and who is driven by all the excitement to take her very first drink."
6588_9,train,pos,"After viewing several episodes of this series, I have come to the conclusion that television producers are completely devoid of any form of originality. Here is an old science fiction standby, ingeniously wrapped in the form of a truly original concept - and still they can only -almost - make it work.<br /><br />The dialog is good! The male actors are reasonably proficient at their professions. Most of the characters are well drawn, with special kudos to the hero and his more than likeable side-kick. And most of the episode plots come across as palatable. So what could be wrong? How about the, the female characters and the cosmeticly perfect actresses who are chosen to portray them. <br /><br />The producers insist on portraying the female characters in this - almost good - series, in a manner that makes the end product appear to be a misplaced cheerleader. Why, I ask, why?<br /><br />The episodes all fall flat whenever the female guest star or recurring character comes on screen. These actresses are all totally unbelievable in their roles, and you don't actually have to see them to know they are incapable of their acting assignments. A blind person could tell. Just listen to them talk. They deliver their dialog with all the drama and effect of a 16 year old at the high school prom. Who would believe these women are Phd scientist, senators, corporate executives and medical doctors?<br /><br />In a nut shell, if the producers have their choice of a Stockard Channing or a Morgan Fairchild, guess who they'll choose - every time? And of course, the series suffers for it. Too bad!"
10509_3,train,neg,"Booted out of heaven, a gang of horny naked female angels (with big plastic fangs) have taken up residence in a spooky forest where they feed upon any hapless souls who should wander by. It's not long before a group of friends on a road trip are falling victim to the bloodthirsty babes An independent low budget horror made in the UK, Forest of the Damned takes an interesting premise and flushes it down the pan with some of the worst acting, effects and direction I have seen in a long time.<br /><br />Director Johannes Roberts shows some occasional flair behind the camera  the scenes in the delapidated house are fairly tense and there are some deftly handled 'shock' moments - but for the most part the film is technically amateurish. Throw in some truly awful performances from horror icons Tom Savini and Shaun Hutson, and you have one real bad movie on your hands.<br /><br />Some fun may be derived from the film's sheer shoddiness, and there is loads of female nudity for the guys to savour, but most will find this a chore to sit through."
655_3,test,neg,"I was pretty enthusiastic about seeing this movie when it came out. Commercials for it made it look quirky and I generally like Morgan Freeman and Chris Rock, and the combination of the two seemed like an interesting idea. Sadly, I was terribly disappointed with Nurse Betty.<br /><br />Personally, I've usually found that graphic violence and comedy don't go all that well together, and the only directors that have ever combined the two successfully, in my opinion, are Tarantino and the Coens. There isn't that much violence in Nurse Betty, but what violence is in it made me feel kind of weird when I was supposed to laugh. Of course, for me, part of the problem was also that there didn't seem to be many places where I was being asked to.<br /><br />The film doesn't much work as a drama, either. Renee Zellweger's Betty, the story's protagonist, is clinically insane and impossible to relate to in any real way. I will say Zellweger acts the role quite well, and Freeman, Rock, and Greg Kinnear all do good jobs too. The problem is in the writing; Freeman is the only person that gets to play an interesting character. It's really too bad. 3/10"
10668_1,test,neg,"If you feel Reshammiya as the singer is too much of a pain to watch on TV, try watching him in the movie for 2 hours straight. His face is bland all throughout the movie, and it is very comical to see him act the demanding and intense scenes. This is way far from a real love story (Get the spelling right, Reshammiya - it is not luv or reeal), and is complete with him doing a Mithun da dance, auto rickshaw fight scenes, Himesh getting imprisoned, Himesh accused of murder, he fleeing from prison etc ... If you want a good laugh, there is nothing like this one, especially the scenes where he howls in Mehbooba. If you despise the nasal twangs, and want to know out of curiosity what two hours of Reshammiya can do to you, then don't miss this movie.<br /><br />I couldn't stop laughing from the beginning till the very end. The only saving grace that this movie has are the cinematography, locations, and a couple of the songs. Even then, until you are a die hard Reshammiya fan, avoid this movie at all costs."
10047_1,test,neg,"This failed exercise in satire or commentary on the human condition easily earned a place as one of the 10 worst movies I've ever seen. I'm seriously considering buying a copy, if I can find one dirt cheap, to chase away unwanted company. It's honestly that bad. I view it as some kind of anti-personnel weapon. If you're the kind of person who just has to see a train wreck to witness the carnage, then this movie is a gem. Just to be fair, Kelsey Grammar's character has 1 line that almost works, but doesn't quite. Other than that everything in this movie strives to be insightful, but misses the mark by approximately the distance between earth and the nearest pair of colliding galaxies. I usually can appreciate a book or movie where the protagonist suffers from some sort of existential angst, but the angst presented here is so unbelievable and over the top, and the movie doesn't even address the nonsense it presents in any valuable way. If you are familiar with the term ""word vomit"" then you may get some picture of the cinematrocity. Oh, and the narrative structure is ill conceived, pretentious and amateurish. It has failed on both style and substance. If you really hate someone, invite them over for a double feature of this movie and ""The Terror of Tiny Town,"" an all midget western from the 1930's and put them in restraints with their eyes forced open ""A Clockwork Orange"" style. But that probably violates some provision in the Geneva Conventions."
4952_10,test,pos,"Lou Gossett, Jr. is great as 'Chappy Sinclair', a super U.S. Air Force pilot who comes to the rescue of a nice but undisciplined 'Doug Masters' (Jason Gedrick), the son of a captured pilot who is determined to borrow a couple of F-16 fighters to use in an attempt to save his Dad from a dictator (David Suchet) of an enemy overseas country.<br /><br />Better than 'Top Gun', this Air Force aviation film has excitement and lots of explosions - you know, all that cool stuff you'd want from a contemporary military adventure film.<br /><br />Cool music including Twisted Sister's Dee Snider belting out 'We're Not Gonna Take It' and King Cobra's excellent 'Never Say Die'.<br /><br />Aim High! Air Force!"
10391_9,test,pos,"I saw this film for the first time last night. I have been thinking about it all night and this morning. I cannot say that it was my favorite film, at least not yet. I need to see it again. <br /><br />The cinematography is stunning. Each shot has a lyricism that one would expect in a film that has Wim Wenders's name attached to it.<br /><br />It is always tempting to see de Chirico in any picture of rows of orders vanishing into the gloom, but in this case the analogy fits. In many ways the figure of Malkovich walking through the fog and wind of Ferarra echoes the shadow of the off-canvas statue that haunts Milan in the major works of the Italo-Greek painter. He is slightly menacing, a presence who watches and, in his capacity as a film director, exerts influence on the entire story. <br /><br />The dedicated Wenders fan cannot help but think a little bit of Damiel and Cassiel wandering through the streets of Berlin, watching all but not directly interacting with the inhabitants. And, following the Himmel Uber Berlin metaphor, the angel (or in this case Malkovich the Director) gets to interact with one of the stories. <br /><br />At this point I have to bow out of taking this line of criticism too far. I need to see the movie again. I am fairly sure that this is the thread that will bring Malkovich's monologue together. <br /><br />Perhaps his musings and pontifications are pretentious, empty dialog that sound good but cannot possibly be parsed into real communication. Maybe that is the whole point of it. No one can make that judgment with any degree of certainty or authority until having done his homework.<br /><br />We must be careful when throwing around the word ""pretentious."" It is easy to write off anything that smacks of the intellect as pretension, but that leads to a terrifying mental state, one in which the only conversation seen as genuine, earthy or authentic is the most banal. When we shun all discussions of philosophy, God, existence, meaning and all that brain candy, we are setting our culture up to die a slow, stupid and ugly death. Perhaps this is the warning that Wenders and Antonioni are giving us. It certainly is not the only theme of the film, but I think that it cannot be ignored.<br /><br />The other (and most obvious) leitmotif is that of satisfaction. There is a lot here on that, and a thorough review of all the subtleties and consequences of the development of this leitmotif would well exceed the 1000 word limit for this review.<br /><br />My advice is to see the film. But I offer a caveat: it is not an autonomous film (at least I don't think so yet). Some films interact with the intellectual and artistic thinking of their times so much that the viewer needs to have a background in the Zeitgeist before approaching the film. Par-dela les nuages is one of those films."
1848_9,test,pos,"I watched this movie again yesterday with a 20-year-old intern from my office (OK - it was the quiet day after Thanksgiving) and we both loved it. I love the unique plot, David Duchovny, David Allen Greer, and the way the dog keeps waiting at the door. Isn't part of each of us just like that dog after someone we love dies?<br /><br />I also love the old folks at the restaurant - they remind me of some of the older people around Southern New England, where your ethnic group is a very important topic of discussion. And I love the wedding at the end.<br /><br />Minnie Driver is great in this movie - and Bonnie Hunt should have won an award for everything. <br /><br />Bonnie - make more movies!"
579_1,train,neg,"Listening to the director's commentary confirmed what I had suspected whilst watching the film: this is a movie made by a guy who wants to play at making a movie. The plot is the kind of thing that deluded teenagers churn out when they're going through that ""I could write a book/screenplay/award winning sitcom"" phase. There's a germ of an interesting idea buried in there (probably because its a sequel to some-one else's movie), but it is totally buried under an underwritten, badly executed and laughably un-thought-out script.<br /><br />The lines are dire, and the performances are un-engaging, though again, I'm inclined to blame the director. He does not appear to have consulted the actors at all about what is required, rather plonked the script in their hands, pointed the camera at them and told them to get on with it. Who knows, with a little coaching, these actors could have acquitted themselves better (say what you like about musicians in movies, Jon Bon Jovi was excellent in Row Your Boat and more than acceptable in The Leading Man).<br /><br />As it stands, the cast have no chemistry whatsoever. A beautiful opportunity to use the classic sex and vampirism parallel is passed up when, in order to infect Bon Jovi's character with vampire blood from his ailing co-hunter, he is given a transfusion. She should have bitten him. Mind you, they should have looked vaguely interested in each other throughout the rest of the film too. The only real moment of sexual tension, between the two female leads, is by the directors own admittance accidental. He had originally intended to use this silent sequence as an excuse for more pointless plot exposition - so, I suppose the finished product could have conceivably been worse. But not a lot.<br /><br />Frankly, as movies go, this is badly plotted, silly and forgettable. Even as trashy movies go it's not sexy enough or gory enough to be entertaining. It could have been a fun and bloody little romp, but the director has left with more of a comedy, for all the wrong reasons."
1161_10,test,pos,"I like The Wind and the Lion very much. It was a good movie. I thought that since I'm young and it was made so long ago I wouldn't like it all that good, but after I saw it, i was amazed of how good it was. My family liked it, my friends liked it, everyone I showed it to liked it. I liked it because it showed how Arabs and people in Morroco was treated during the Early 1900's, by the Germans, French, and even the Americans. If I was a High School History teacher, I would definitely show it to my student's, From a High Schooler's point of view. I give this movie a good 10 out of 10. My grandparents liked it so much they bought it for themselves. My little 3 year old cousins even sit down and watched it.<br /><br />Systemoffell"
