review_id,rating,review_text,review_date
638,4.0,"This is a must, but be advised you will need the fast track tickets to get around. Some of the queues were over 2 hours without the tickets so getting round in one night is almost impossible without them.  The houses were all good apart from Alien v Predator which was pretty poor. The Walking Dead house was awesome, my wife was scared out of her skin and had her eyes closed clinging on for dear life at the end.  Some of the streets are also themed and my wife thoroughly enjoyed these. I would not advise taking under 15s as I think it would be too much for the majority of them.  It was expensive with the fast track, but you're in Orlando so it's to be expected and as a one off is worth it.",2014-10-21
639,5.0,"I love Universal, I must say it does top Disney in my book. Que""s are not bad, it ain't as crowded as disney and it's not as expensive to eat etc. Surprisingly I even found the staff more child friendly. Traveling with a child with ASD, who isn't very good with waiting, crowds etc, they gave me a card which I showed the staff on each attraction which allowed us to take him straight through to the ride. How very thoughtful, it really made his holiday and the rest of the family's too. And the horror night is fantastic too",2014-10-21
640,3.0,"We took a two day park to park pass as it does take quite a bit of walking to get around everywhere. The line ups were only an average of 15-30 minutes. So save yourself $80 on the express line pass.  If you enjoy the characters from movies like Despicable Me, Shrek, Transformers, Mummy and ET then definitely do these rides. I personally only cared for the Harry Potter theme parks- Hogsmeade and Diagonal Alley. It's very carefully planned with excellent attention to detail. Eat at the Leaky Cauldron, drink Butterbeer (tastes like liquid butterscotch candy and heavy cream combined) and get on the simulated ride at Hogwarts.",2014-10-21
641,2.0,"Went on a Sunday night with wife and another couple, visited 4 houses and spent over four hours in lines waiting. Will not go again, but will return to the Park. If any one does want to go, buy the Fast Pass.",2014-10-22
642,5.0,Even though our children are grown we have still continued our vacationing in Florida. Today was universal day and I believe it was better without the children in tow. We enjoyed the attractions and are planning on returning another day.,2014-10-22
643,4.0,The Harry Potter areas in both parks are the big attraction and very well done. There were few shows and character meet-and-greet opportunities. Plenty of healthy food options as well as traditional park food. Off-season hours were dissapointing and early hours for those staying in Universal-brand resorts were limited to one area in one park (Diagon Alley).,2014-10-23
644,5.0,"Be sure to ask for a control room tour when you exit Twister. They'll take you into the control room, explain how the show works and let you watch as the ride runs through its program and resets all the effects. The staff were very friendly and extremely helpful. I highly recommend it.",2014-10-23
645,5.0,"I visited Halloween Horror Nights yesterday, and all I can say is ""AAAHHHHHHHHHH"". I definently was frightened. Being chased by purge members, baby dolls and just by men in costumes. It was definently worth the thrill and losing my voice.",2014-10-25
646,4.0,"This was our first visit to Universal Studios, we went October 11th. We had fun but it was a little busier but not too bad considering it was a Saturday. I refused to pay more money for the express pass, talk about nickel and diming you and it is expensive!!!! I am glad that we experienced it but it doesn't beat Disney World in my opinion.",2014-10-25
647,4.0,"Ok I love Harry Potter so I am somewhat biased. I don't do the rides but just love the atmosphere, the butter beer (frozen) and people watching.",2014-10-25
648,5.0,"This is our 3rd trip in the past 10 years. Each time, its better and better. In my opinion it is more teen to any age adult, especially with Harry Potter in both parks. Yes there is some areas for little kids, but those places are about things that were on tv 10 years ago.. I see there is a listing for City walk, but since we only go to Jimmy Buffett Margaritaville Restaurant we skip the rest, and so will I skip City walk except to say it cuts down on getting to one of the two parks. I do like the new security implemented for the parks, with so many people the terrorist factor is down. However I am trying to get a response as to how long the keep the fingerprints as I do believe in personal freedom.",2014-10-26
649,5.0,Having spent 2 weeks in Florida. The 2 visits I spent in Universal Studios were by far the best. It didnt seem to be as busy as the Disney parks yet seemed to have more going on for everybody. The highlight had to be Springfield and all the associated Simpsons stuff. You also have some great attractions to see like the Minions ride and the new Transformers ride which was awesome. Theres also the new Harry Potter section and the train ride from one Potter area to the other was really good. In all a fantastic visit well spent.,2014-10-27
650,5.0,Make sure you get a fast pass! Did all 8 houses and 6 rides in one night. Michael Meyers house was the BEST! Definitely doing it next year.,2014-10-27
651,4.0,"My husband and I spent two days here recently and had a great time......We are both in our sixties and had not seen a lot of the movies, shows etc. but that really did not matter....everything was fun! The park itself was immaculate, the staff friendly and accommodating...The first day we were on the Behind the Scenes tour so we did not have to wait on any lines.....that was great.....the second day we did have to wait on lines, but they were not long so there was no problem in doing what we wanted......A few of the rides my husband requested and got the stationery seats which made him happy.......We enjoyed the shows we saw and especially liked the characters who walked about the park and gladly posed for pictures....We did see the Parade and was amazed at the energy and enthusiasm all cast put into it! We were there in late September and it was humid and rainy but that did not deter us nor anyone else......you just put on the poncho and off you go! I was also impressed that the bathrooms were clean in spite of the large number of people.....",2014-10-28
652,1.0,Thought I would try HHN this year and wasnt to bad starting out. Went into the line for the 3rd house and asked what the wait time was and they said it was 45 minutes just like the sign said. We have now been in line over an hour and a half and still not near the front of the line. They keep letting all the Express Pass people in and very little people in the stand by line in. Last time I come to this event!!! Unless you buy the Express pass would not recommend coming to this event!!! I will not be back!,2014-10-29
653,5.0,We went to Universal Studios as soon as we could after the opening of the new Harry Potter portion. We walked past it and had to ask a staff member where it was. It is actually hidden behind a wall almost. I am sure later in the day with everyone going in there it is a bit more obvious. You walk through and it is amazing because it shows the brick wall looking like it just opened for you. It was awesome! The new ride is great! Not as long or motion crazy as the other ones. The shops are all extremely small though. I thought they would make them bigger but they didn't. Still great. The amount of work and detail that went into the entire expansion was breathtaking. Everywhere I looked was something new and amazing. It was great! The signs on the buildings were fun. Painted on. Old school looking. I basically loved everything.  I think last time we went to Universal we gave most of it a skip. This time we had more time and actually had a lot of fun on the Universal side. The Simpsons Ride was cute and fun. It was a bit of a stomach turner if you are motion sensitive like me (Had my Dramamine luckily!) but not terrible. The Transformers ride was also a lot of fun. Not sure why we didn't go on it last time but it was a blast. Plus we ran into Optimus outside and got a picture with him.  The entire day was a blast and I can't wait to go back. Need to convince my husband this should be a yearly trip.,2014-10-29
654,4.0,even weather was horrible we love this place. great attractions and you need more than 1 day to spent there time.,2014-10-30
655,5.0,U will love it here! Rides for young and older. The rockit roller coaster is amazing! Harry potter part on both sides awesome. U have to use the train between both parks if u go. The ride is magical Harry potter. Love it here so much. Will really miss it.,2014-10-31
656,5.0,"Universal Studios is simply amazing! Our daughters 5-7 enjoyed Universal Studios and Islands of Adventure more then Disney, yes it's true! Hogwarts castle is spectacular and the butter beer is delicious!",2014-11-02
657,1.0,"According to policy all items must be removed from pockets and loose items must be stowed before riding which is completely understandable. We were asked to get off the ride and go to the lockers because a staff person, Nicholas, noticed a phone in my husband's pocket. Although we were disappointed, we went to the lockers and stowed all items. After waiting in line again, we got back on the ride and this time they harassed us again saying there was stuff in our pockets although there was literally nothing. Staff refused to let me off the ride when I said I didn't want to go. Nicholas along with another unknown staff person have some sort of power struggle and use their authority as universal studios staff persons in an abusive way to bully people. If we saw this person outside the park I really doubt he would act that way. Who do you think you are? This ride pretty munched ruined the day. Thanks Nicholas! Thanks rip ride rockit. Worst roller coaster ever.",2014-11-02
658,5.0,"We had done some of the other parks in Orlando, but had never been to Universal Studios before.  We came here the week of October 20th and were very pleased at what we experienced.  Firstly, having the huge parking lot to our advantage was a relief. Not to mention the moving floors along the way to CityWalk. They were more convenient after our touring day. I wasn't too keen on the parking fee of $17 per day we visited, but I was used to not paying for parking on previous all-inclusive vacations...so it is what it is and I won't dock marks. Obviously I can't change that.  The day we arrived wasn't crowded by any means and we enjoyed walk on experiences at many of the attractions. The staff we encountered were friendly and courteous.  Obviously, highlights for us included the Diagon Alley area and the Transformers attraction. In fact, one of the first ""meets"" we had was with Bumblebee, who had no wait time to meet him and took time after our photograph to wave and interact with us before going back inside his facility. Megatron was also a big hit.  Diagon Alley is themed superbly and identical to how it is represented in film and literature. Lots of fun. Crowds weren't extremely heavy...however the shops can get a little crowded but honestly that adds to the atmosphere and excitement. Try the frozen butter beer!  I could go on but don't want to spoil the surprises for anyone. Come and enjoy Universal Studios. There is plenty for families to do and lots of great places for photographs together.  Thanks for giving us a great experience and lots of memories!",2014-11-03
659,5.0,Visited here with my hubby and 2 young children. The Harry potter part of the park is just fantastic and was loved my all of us. My 4 yr old was unable to do alot of rides here but she still loved it. The Curious George part of the park which is full of water kept them amused for literally 2 hours. Take a change of clothes though because they get soaked. Really great clean park that we visited a few times on this holiday.,2014-11-04
660,5.0,"Amazing attraction and worth the money anyone who loves Halloween will love this. Worth the money and worth the wait in line for each haunted house. Street performers were a,axing as well.",2014-11-04
661,5.0,"This was a last minute decision and we had no idea about the opening of the new Harry Potter ride just a few weeks before. So the park was very crowded but we had the express pass. Highly recommended!!!! There were lines but with the pass they were bearable. We were at this park 10 years ago as a toddler and now as a teenager the park is a perfect fit for both age groups. It was great to see how we evolved to the ""big kid"" rides! We will defiantly will be back and it will not take us 10 years to get there.",2014-11-04
662,5.0,"The ever upgrading and new rides makes this the best theme park going .With harry potter gringotts ride the best I,ve been on ,others to check out are minon myhem ,transformers,Simpsons,men in blk and disaster movie plus beatle juice .Great rides ,great entertainment, great time.",2014-11-05
663,5.0,"The whole experience of Harry Potter was simply amazing, the detail which has been put in to this is outstanding! Remember to get both passes for Universal and Island of adventure so you can follow the story through both parks by jumping on the train ride (another amazing experience). All the rides are like you are participating in the films. The park was well organised in dealing with a vast amount of people. Went to The Halloween Horror Night as my son was pleading me to go, and im glad i did. Another fantastic experience, again attention to detail, was almost real like, spooked me anyway. Well this place certainly brought back the kid in me.....loved it!!!",2014-11-05
664,3.0,"Went here with friends because of the Potterverse. I'm 6' 3"" this park is not really geared toward us bigger folks. Mummy ride and Howarts Express the only things I could ride. Not worth $136. They wanted an additional $75.99 for Halloween Horror Nights. Frozen Butterbeer was the only redemptive feature.",2014-11-06
665,2.0,"I'll start out by stating that I visited Universal on Christmas Day, so by no means was I expecting the park to be empty but it still fell greatly short of my expectations. I had already spent two days in Disney and the crowds were bad there but nothing like at Universal. Wait times exceeded two hours for most of the rides and you have to pay extra for Universal's version of a fastpass, despite the very high price of admission. Also, crowd control (especially during the parade) seemed nonexistent. My family members were all separated from one another in the stampede that followed the parade. It wasn't a big deal as all of us are older and have cell phones, but it's a cautionary note for a parent with young children. I would have loved to relive the great experience I had here on a prior trip, but as it stands I won't return to Universal.",2014-11-07
666,5.0,"The rides are brilliant, Harry Potter world was fantastic, we all loved it. Had breakfast in the Three Broomsticks and Hogwarts castle is just amazing, the attention to detail is awesome. Really want to go back. Even had Moaning Myrtle in the restroom, lol Halloween Horror Night 100% fantastic",2014-11-07
667,5.0,"Loved this park, i want to work at this park. DM is amazing so funny, and have a small boogie with the minions at the end. Rock it (like the Hulk) you just want to get on again and again, choosing your own music is awesome and then getting a dvd of that ride is amazing. Wasn't as impressed with Twister as i thought i would be, but still entertaining. Mummy was better than the one in LA, even the staff around that ride are great. Simpsons and Transformers are the best as well. The one that got me though was Harry Potter and Diagon alley, oh my god AMAZING. The detail in everything is amazing, the way the staff are all dressed is great. Had a butterbeer and was delicious, Gringotts bank ride is amazing, 1st time on waiting wasn't to bad but the 2nd day i went was waiting nearly 2 hours. The dragon on top of the bank is amazing and a real surprise, keep your eye on her. Overall if your willing to pay for the express pass go for it your waiting time is cut in half of everyone else, if not do what i did and got a game on my phone to keep us occupied called heads up (what am i). We were told we were going in a quite time of year so wouldn't be so busy, not the case. Prepare to wait for the more popular rides.",2014-11-08
668,5.0,Harry Potter and the Minions . . . what an experience. Just remember to get your admission ticket out to ride the Hogswart Express,2014-11-08
669,5.0,"This park has changed so much. With the advent of the Harry Potter attraction which deserves a park in its own right, there is the added bonus of the expanded Simpsons themed area. A Flaming Moe's drink on offer in Moe's Tavern including a drink at the bar Homer often frequents is a must do. But one of the best discoveries was Curious Georges play area. This was a part of the park largely ignored by us in the past but with our grandson with us it became a must do and it is absolutely brilliant. It is basically an excuse to get soaked. There are no rides as such, it is simply a huge play area with themed buildings with various tanks that open without warning or telephones that squirt water when you pick them up. A word of warning, take the kids at the end of the day, too early and you will struggle to get them out. Our grandson is still talking about it now.",2014-11-08
670,4.0,"We went last weekend and were very impressed...the park was really under construction a few years ago and we were even bored! Now, with amazing Diagon Alley and Springfield, we had a blast! We are big Harry Potter fans, and Diagon Alley did not disappoint! It truly was a magical experience. I will not write too much so I don't give much of the experience away. The new Gringotts ride was unlike any other. The line was pretty long for this ride, rightly so. I recommend waiting in the line at least once, as the experience is pretty awesome. If you want to ride the ride again, the single-rider line is shorter... :) Make sure you have a park-to-park pass for the Hogwarts Express!  I also have a gluten allergy and I was able to eat a chicken sandwich at the Leaky Cauldron in Diagon Alley. I also ate at Bumblebee Man's Taco truck in Springfield.  The reason I'm not giving the experience an ""excellent"" rating is because we stayed on campus at a resort and were able to take advantage of early access to the park. Unfortunately, Universal could not handle this on Sunday, 11/2. We were in a highly unorganized stand-still line to even get in to the park. There was no structure, and people were very upset. The Universal Staff did nothing to help, except open a couple more lines 25 minutes into our wait...no apologies or anything. When they opened the new lines, people rushed and cut people in line...it was terrible. We ended up getting in the park at 8:40 when we arrived at 8:05/8:10. We missed out on most of our ""early admission"" and by the time we got back to Diagon Alley, the Gringotts ride was already at an hour wait. We were annoyed. That provided no benefit and was ridiculous. Something like that wouldn't happen at Disney!  All in all, a good trip. Another tip is to get the Express Pass...it doesn't work on the HP rides, but it's worth it...it lets you get on rides quickly, so that you have time to spend waiting in line for the HP rides! :) Enjoy!",2014-11-09
671,5.0,"As a family with a teenage son we much prefer Universal over Disney and this is our favourite.love all the rides,love walking through all the attractions.rip ride rocket,Simpsons and of course Harry potter.we went in a October and the lines were very short,maybe it's the quiet time of year or were we just lucky.love the Simpsons area for the ride and the food court.My son liked the water rides so your spoilt here,same great atmosphere as always.This is our fourth time here but my fist review.If you can go to the fright nights near Halloween make it a must do(separate review).Our best park by far.",2014-11-10
672,4.0,We went on a weekday during November and it was not very busy. However I was surprised how unfriendly a lot of the employees were. We barely saw the whole park in one day (one day for each park) and we didn't have longer than a 30 minute wait at any ride. We had a great time and are thankful that it was very slow. I couldn't imagine waiting for these rides for hours and hours. It would not of been worth it. My advice is plan your vacation around a slow time of the year....early November and early December seem to be slower than the rest of the year.....check disney world's website ...they have a crowd calender that was very accurate.... Trans formers was the best ride u have been on. Awesome! Island adventures was more rides and the universal studios was more shows and videos. Great change of pace between the two parks.,2014-11-11
673,5.0,"Visited 11/01. Did not disappoint. Drove from VA. as this was on our bucket list. This is a very crowded event and even though it is expensive I highly recommend that you purchase the express pass to avoid the very long lines. Without the express pass it would be impossible to see it in one night. As it was we saw 8 haunted houses, 2 live shows, and took 2 rides, but we did hustle to do it and would be impossible without the express pass. This is a great event ,but is definitely not for pre-teen and younger. They should see the mouse. The haunted houses are well done, but as they get crowded, not as scary. The dollhouse was really freaky. The shows are definitely worth seeing. I particularly enjoyed ""The Rocky Horror"" show. Do it but bring money, it was close to $400 for the two of us with tickets and express passes, but worth it.",2014-11-12
674,5.0,Great place for the young and old..not as crowed as disney..you don't half to worry about long parades..a lot to do just walking and eating,2014-11-13
675,4.0,"We went to Universal Islands of Adventure and Universal Studios the first week of November 2014. There were seven of us ranging from 5 to 63. We all had a good time but the 8, 10, and 41 year males had the very best time. The rides were excellent, full of special 3-d effects and explosions. A little too much for the 5 year at times and I admit that after a while I just wanted a break from the noise too. The Hogsmeade and Diagon Alley attractions were wonderfully done. They were crowded but we were able to ride all the rides we wanted without too long a wait. The rest of the parks were less crowded so again it was easy to do experience the rides. There weren't very many shows to see at Universal. I enjoy Disney more for that reason but the horror show was funny and a nice break. The Seven Voyages of Sinbad could have been much better and actually it was better done the last time I saw it. Overall, Universal beats Disney in price ( they were running a special - 3 days for the price of two) and excitement for older kids. I love Disney but they are pricing themselves out of the preteen and teen market and are falling behind on special effects ride.",2014-11-13
676,5.0,My 2 kids and I (15 and 12) Had a great time last night at HHN. We expected a heavy crowd which proved true for a Thursday night. The value at $45 for FL residents is good. Lines are long though and suggest to be there prior to 6pm as they opened early at 6. My son went off on his own with friends. My daughter and I were able to get into 3 houses and most rides. Both shows were good though I don't think that Bill and Teds was as good this year. Had a few laughs.,2014-11-13
677,5.0,"We absolutely loved universal we bought a 2 day pass. My daughter & husband are a Harry Potter fan, they couldn't wait till we got in to go to Daigon Alley. Yes we got in at 8 am so we could miss the massive que's. We found that whole place exciting. The Gringotts ride was excellent so was the other Harry Potter ride it felt like you were flying on broomsticks and part of the action. Oh yeah, don't forget to try the Butter Beer it was to die for. You won't be disappointed make sure Universal studios Florida is on your to do List. Definitely we will be back.",2014-11-14
678,5.0,"Visited here in early November. Absolutely love Universal, I prefer it to Disney as I find the rides a lot better quality and more variety. Took advantage of Virgin's early access, so went in at 8am. There were a lot of other people there at that time, but this was to be expected, especially with the new Harry Potter Diagon Alley section opened. Rides amazing, would visit time and time again!",2014-11-14
679,5.0,"Lets start off with Diagon Alley. I'm not a massive Harry Potter fan but even I found the new Diagon Alley area amazing. The level of detail, the quirky little shops, everything about it was incredible. Next time I'd definetly want to have a go on the Gringotts ride but it had just broken down and the queue was 60 mins long.  Aside from Harry Potter there's loads of other great rides in the parks like The Simpsons, Despicable Me, The Mummy etc plenty to do for the whole day. Probably more suited to older kids and teens, whereas Disney is for all ages. Wouldn't hesitate to go back to Universal.",2014-11-14
680,5.0,"If you can get a day pass and visit both parks, you will not be disappointed. There are so many simulated rides, even those afraid of heights would enjoy this. I know I did.",2014-11-15
681,5.0,"Got the two park pass for Universal Studios and Islands of Adventures! For a family of four I spent around $550 just for a 1 day entry! It probably would have benefited us to get the express pass, but this day I opted out. Lines aren't crazy bad, about 30-45 minutes. Other than that. We had an amazing time. Especially my children. Can't wait to come back, hoping to find a great deal.",2014-11-18
682,5.0,"As a 40 plus old dad I had just as much fun as my 5yr old. Rides are incredible!!!! Go for superman and transformers and get your pics taken with transformers ,,, if it had been warmer water rides looked awesome.",2014-11-18
683,4.0,"We went to see the Harry Potter attractions, which were amazing. Since we weren't interested in the rides, just touring the buildings and attractions, we didn't have long waits. The Hogwarts Express train ride was lots of fun and a great way to go between the two parks. Very long lines for butterbeer, which was good but very, very sweet.",2014-11-18
684,5.0,I went for harry potter. But left having experienced so much more. What can i say went on all the rides loved them all. Have to say transformers was absolutely amazing. I never rated these kinds of rides until universal. They are amazing so well done. My 5 year old loved the minions and et. Great experience. But please car park charges are a rip off,2014-11-18
685,4.0,"What a wonderful family trip to Universal Studios Florida. It took us two 9 hour days to see and do everything in the park, 4 days total with Islands of Adventure, and frankly, it wasn't that crowded. We rode every single ride and saw every single show, and loved it all. The few coasters they have are TERRIFIC. My kids LOVED all the motion simulator rides (minions and simpsons were their top picks) and of course the Harry Potter themed rides, attractions and shops were AMAZING! I hated having to pay extra for park hopper tickets to ride the Hogwarts Express. It is a fantastic, not to be missed attraction, but I had no other reason for the park hopper pass. We bought interactive magic wands for each child. They will likely never use them again, but they had a BLAST making magic during our visit to the park. I'm not sure if it was $50 worth of magic, but very magical, none the less. If you can, let a wand choose you in Olivanders shop rather than purchase at the push cart. My hubby loved the butterbeer. We also had ice cream from the shop in London. Long line and expensive. I picked chocolate chili, which the clerk seemed to be trying to talk me out of (too spicy, he warned) but it just tasted like chocolate. I would have ordered the lavender instead, but no taste tests allowed. We had lunch at Moe's on day and the Irish pub one day. Moe's was good, except weird holding pen area before they would let you approach the food counters. Lunch the other day at the Irish pub across from the Mummy. Took forever and just OK food. The evening water and light show when the park closes was great. worth staying around for. The worst ride was probably Twister. I miss JAWS! But overall, GREAT TIME!",2014-11-19
686,3.0,"If you are into Harry Potter, this is YOUR park! They have a great amount of space dedicated to just this group of movies. I enjoyed most of the rest of the park and would have liked to see some of the older materials incorporated into it. They have a great deal on drinks, buy the souvenir soda cup and get refills for 99 cents for the day. It is worth it. We really enjoyed the Spiderman ride and I did like this park more overall than Magic Kingdom.",2014-11-19
687,5.0,I went there and all the rides and shows were worth the price of admission. Lines were somewhat long but quick to get thru.,2014-11-21
688,5.0,Probably the best park in Orlando. A lot of Fun and very nice staff overall. Great rides and food. Highly recommend.,2014-11-22
689,5.0,"My family of four, two kids 9 and 10, spent two days at Universal Studios Orlando. We bought the express line pass which we felt was worth it. We loved LOTS of the rides. The Harry Potter parts in both parks were amazing! They have truly created exactly what you'd imagine. You definitely need two full days - we still missed some rides. We also has a lovely lunch at 'Fisherman's Wharf'.",2014-11-24
690,5.0,"this was a fun trip booked through Virgin holidays to celebrate the end of my daughter's exams. so we stayed in the Pacific Lowes resort a short walk from the parks...and we had a lot of fun, we rode on every roller coaster, and took every ride available, taking a side trip to Sea World - and rode the roller coasters there too - Manta was fantastic, it is as close as I could imagine being a manta ray could be rolling through the sea. Harry Potter world was great although we missed the opening of Diagon Alley by 2 weeks...but we had such laughs and ate well, and it was so relaxing to be away with no",2014-11-24
691,5.0,"This was really like Disney for grown ups. Transformers was the best ride I have ever ever been on I was screaming and laughing and crying from screaming and laughing. Loved it. My younger children, though, would have hated pretty much every ride. I am so relieved we didn't bring them even though they were excited about the Minion ride. That would have been the only thing they would have enjoyed. I will stick to Disney with them, but for a group of parents we had a BLAST here! The production value on the rides was amazing and it is just way less crowded than Disney so we felt we had a lot more room to move around. The Simpsons area was great too. Lots of fun photo ops. Also glad we didn't pay extra for the FastPass, we didn't have to wait in any long lines (maybe 1 or 2 were 20 minutes) and we went on a beautiful Sunday.",2014-11-25
692,5.0,"If I had to measure Islands Of Adventure against this park, I'd have to give it to Islands of Adventure. However, I will say that I definitely think this park is better than the Universal in Southern California. It's almost impossible to get bored here. We rode a couple of attractions here, but spent the majority of our time at Islands of Adventure since we had the hopper option. It did drizzle on us, but I'm one of those that actually appreciates the rain when it comes because what happens when it rains? People go home. What happens when people go home? The park gets empty and when the park gets empty your wait times are next to nothing. See what I did there? I took something that could have been a downer an made it something positive! It's what you do when you're on vacation. Why? Because we can't control mother nature so might as well make the best of it. What I thought was pretty cool was when we got off of the Rock It coaster that not only can you buy your photo but, you can get the DVD of your on ride experience as well. Did I buy it? Yes. Was it expensive? Yes. It's a theme park. You have to expect that souvenirs and food are not going to be the prices we'd like them to be. I think the one attraction that I felt was a little bit of a waste of time was the Disaster! ride. We waited what was quoted at 20 minutes and ended up being longer than that. You wait in the queue, then you go into a room where a gentleman introduces himself and asks for volunteers to star in a ""movie"" directed by a Christopher Walken (he uses another name of sorts). You then go into another room where you sit and watch these actors act out what they are asked to do. When you're done there then you load into another room and board a ""subway"" and are asked to look scared when the props ""explode"" and water ""floods"". When you're done there is a video made that you view on the ""subway"" of the actors and yourselves. It's amusing don't get me wrong but, had I known it was going to cost me an hour of my time I wouldn't have done it. After that we made our way back to Diagon Alley. I did a separate review of the Wizarding World of Harry Potter and let's just say I'm really, really impressed with all of it. I do want to point out that I had a blast riding the Mummy roller coaster. It's not a very long ride, but it is pretty theatrical and fun for being an indoor coaster. I can also appreciate that those operating that particular ride made me laugh by keeping in character as you leave the station. I know I'll be back eventually. I love these two parks!",2014-11-25
693,5.0,"We started at Gringotts to avoid lengthy queues. Loads to take in for Potter fans. Make sure you see the dragon at night for the flames and try the ice cream shop. Amazing. I had apple pie and chocolate. Nice. Went on a tour after this, Men in Black (v good), Simpsons (amazing ride), ET (don't bother) The Mummy (A must do), Transformers (brilliant), Twister (worth it), Despicable Me (Oh yes), Terminator (Fantastic). Stop to admire it all. Great fun and a great day out. Make sure you do the Blues Brothers & Beetleguise review..Excellent entertainment. Enjoy...",2014-11-26
694,5.0,"I would actually say that this is better than Disney. The park does not take its self as serious as Disney and seems less focussed on seperating visitors from their money. Good gluten free food available in most restaurants. One tip is DO NOT buy snack food a hot dog costs $9.99 without a drink, while for £13 we sat down in Finnagans restaurant had a full meal and drink with waitress service. Best bits Harry Potter rides and Hogwarts, Dispicable Me and The Simpsons. Plenty of Rollercoasters too at Islands of Adventure. One of the other plusses is that there are regular character appearances and plenty of chances for photos with the characters, unlike in Disney where I saw The Chipmonks and Mickey Mouse each for less than 10 seconds as they walked through a wired off section of restaurant. The entire park is geared for everyone old and young. I absolutely loved it.",2014-11-27
695,3.0,the rides were great. Transformers as really good. Harry potter same. Twister was ok at best. The Mummy was great. Buy the express line to bypass some of the lines (except Harry potter). Very expensive day. Over 200 a person before food and souvenirs. Lots of fun.. but not sure it's worth it.,2014-11-27
696,5.0,"Had a great time, will be back next year. Disliked the long lines. We ended up getting special tickets to skip the lines. Expensive but worth it :)",2014-11-29
697,5.0,"Need I say anymore! The Harry Potter section of Universal is absolutely brilliant, fantastic. The Simpsons ride is great, really makes you think you're with them. The Rockit ride was great. In fact everything about Universal Studios was brilliant. Spiderman, Transformers, Minions, Terminator, Men in Black, all amazing! It's definitely not Disney and is more for the older children who are adventurous. The shows were good too!",2014-12-01
698,4.0,Lots of fun. Get express passes and save time and limit stress. Diagon Alley and Hogsmeade are great. My 13 yr old didn't want to leave. The detail is incredible. Felt transported. The other areas are OK. Enjoyed the minions. Take your AAA card as most of the sit-down restaurants offer a discount if you have the card. Recommend a 2 -day stay to take it all in.,2014-12-01
699,5.0,"We have been life long Disney travelers, but decided to give Universal a try. We arrived the night before Thanksgiving and left the Sunday morning after. We stayed at the Cabana Bay Resort (highly recommend for early morning entry) which we loved.  The bus system was fast and convenient, even when it was crowded. You will be walking a lot, I think we covered 30 miles over our 3 days there ... which is no worse than what we did at Disney. I would highly recommend the Express Passes. Worth every cent if it is crowded. We waited 30 minutes MAYBE two or three times.  We purchased the Dining Plan. It was convenient, but I doubt we saved much money. It was a little slow, it would be nice for Universal to combine entry, room keys, meal plans all on one card, but that is a minor nuisance issue.  Both parks are great. We enjoyed Harry Potter World at both parks. Fantastic. Rides are fun, attention to detail is astounding. Both of the major rides were worth the wait, even without Express passes. Definitely ride the train between the two parks.  The rides at both parks were great. The Hulk was a great ride, as were the Mummy and the Simpson's ride was great fun. The Despicable Me ride was funny. Spiderman and Transformers were neat as well.  Some of the things are a little tired, Shrek could use updating. Twister is a complete waste of time ... who doesn't make a roller coaster with the Twister theme? The wait for the flight of the Hippogriff was amazing sometimes. That ride is for small children, pretty boring.  Every park employee we met was polite and nice. Honestly, the people we met at Universal seemed more pleasant than the employees at Disney based on our last trip.  Could you see this and Islands of Adventure in one day? Maybe. Two days definitely. We were there for three days which was plenty. We felt like we were able to see everything we wanted and then some.  I would be hard pressed to pick Disney over Universal to be honest. Both provide an enjoyable theme park experience. Since I have older children, I think Universal may have an edge at this point.  I wouldn't hesitate to advise people to visit Universal. We had a great time.",2014-12-02
700,5.0,"I was worried that Universal Studios Florida was going to have outlived it's fun. I was wrong, we had a great visit with the new attractions and rides they've added in the recent years. We came to visit the new Harry Potter Diagon Ally, which was truly awesome for my kids who love Harry Potter. We also had a great time exploring the world built around the Simpsons characters (Krusy, Moe, Lard Lad, etc). We loved the Transformers ride and the Despicable Me ride, also new to us. And the fun rides I recall being there before were still fun - ET, Rip-Ride-Rocket. We spend three days at both parks and I was surprised how much fun we had at Universal Studios Florida.",2014-12-02
701,5.0,Make sure you make the trip to Universal Halloween horror nights. Always fun and lots to see. Can get expensive since it's a separately ticketed event and express pass is a must; otherwise you will be waiting for 1-2 hrs per haunted house and there are 8 of them! As for regular visits; always awesome as well. The wait for Harry Potter is absurd and we could never get on the roller coaster; either 90 min wait or broken!!!!,2014-12-02
702,4.0,"Lots of different rides and things to do for all ages and interests. They have various options for food from fast food to healthier at a reasonable cost for a theme park. May I suggest booking your passes in advance on the internet to save money. Bring your print out like we did and you will save a little money. They use finger print identification to get into the park. USE CAUTION when you buy your passes if you are wanting to also go to Island's of Adventure next door also. If you buy the wrong type of ticket you will not be able to the second park without buying another ticket. The big attraction between Universal Studios and Island of Adventure is ""Harry Potter"" with a train ride going to and from the two parks. I suggest if you are interested in ""Harry Potter"" head there first as it is very popular and crowded. A little less crowd when the park opens. Fun day to just have fun and enjoy the surrounding",2014-12-02
